gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
整座景观桥,整座景观桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,河中段，澹台湖大桥东侧200米左右，是异形结构式钢结构拱桥，桥长174米，宽6米，单跨110米。整座景观桥为“8”字形。“8”字形的造型在苏州大桥中很罕见，其独特的造型寓意“运河涟漪，碧波飘荡”，晚上能,,
整座石桥,整座石桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,的应用，使桥身显得极为轻巧而富有曲线美，与旖旎的江南水乡环境相映交辉，形成了水乡独特的桥景风貌，整座石桥形似宝带，举目遥望，碧水相映，具有极高的观赏价值。宝带桥是我国现存最长的石拱古桥之一，其桥孔之多,,
整桥,整桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,317米，两端孔脚间长249.8米，北端引桥长23.2米，南端引桥长43.8米，桥面宽4.1米。整桥采用53孔连拱薄墩形式，桥身狭长，多孔连缀。北起第14孔逐渐加大隆起，第15孔为最大孔，跨径6.,,
斜港大桥,斜港大桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,带古桥，西为现代精装修澹台湖大桥，中间跨湖的为景观桥；在宝带桥上隔着运河向对岸眺望，是双层形状的斜港大桥。新斜港大桥为苏州首座全钢结构特大型下承式系杆双层拱桥，位于吴东路与斜港河交叉处，呈南北向，跨越,,
断裂桥,断裂桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,弟仍在苏州至杭州的运河段上给人背纤，赚几个小钱，养家糊口。我听说林大人为解纤夫之急，将捐钱雇船在断裂桥下，还说日后将拨款修缮……小民感激不已，所以出手捐上几个小钱，聊表心意。”收破烂的店主手捧白银递,,
斯桥,斯桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,况于不劳者乎？况于惠而不费者乎？诸公之为惠于是邦，而能勉圣贤之所不嫌，其超出于众人之从政也远矣！斯桥之建，舟楫得往来之安，行旅无徒涉之患，商贾无盗贼之虞，群邑省屡葺之苦，其于惠也孰大焉，予故嘉之而,,
新华2大队设1个粪检站,新华2大队设1个粪检站,transport,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,新药“273”口服液。1968年始，进入系统查病站，对5岁以上人群的粪便进行“三送三检”。金星、新华2大队设1个粪检站，并对5岁以上无血吸虫病史者进行皮试，查出的病患者进行集中治疗。1972年2月，金星、新华两大队,,
新华内河,新华内河,waterway,review,medium,2,1,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施环境、卫生、安全等长效管理。宝带桥社区历,,
新华大队织布厂,新华大队织布厂,industry,review,medium,1,1,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,0天无雨。11月下旬，150名基干民兵参加太浦河二期工程施工。是年，境内基本消灭血吸虫病。是年，新华大队织布厂、金星大队眼镜厂建成投产。1979年3月，根据中央文件精神，对13名改造好的地、富、反、坏分子“,,
新华拼线厂,新华拼线厂,industry,review,medium,1,1,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,平整土地，至翌年12月，开挖河道4条。11月25日，组织150名基干民兵参加浏河拓宽工程。是年，新华拼线厂建成投产。1976年1月8日，周恩来逝世，村民自觉佩戴黑纱，开展悼念活动。是月，公社建立地震领导,,
新开河桥,新开河桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保,,
新老两桥,新老两桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,衬托，并增秀态。今天行人过此，观览“双桥落彩虹”的丽景，内心不禁深赞古今桥工前后媲美的聪智匠心。新老两桥都显呈虎踞龙盘的雄姿，但毕竟是“虎踞龙盘今胜昔”，新中国的建桥事业还将日新月异地飞跃向前。录自1,,
新老二桥,新老二桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,72年在古桥旁建了一座多孔连翼的新宝带桥，古桥作为历史文物保存下来，供国内外游人观赏游览。从此，新老二桥骈卧于碧波之上，相映媲美，宛若双虹落到了人间。录自2006年11月古吴轩出版社《吴地旅情》难忘宝,,
新运河河,新运河河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,、菜场围着碧波竞争辉……当我站在湖东古桥凝望时，感觉这里集喧闹、幽静于一体：东边的古运河、北面的新运河河水汩汩流淌着，建设中的东环路长浜大桥正日益显示出它那雄伟的身躯……宝带桥仍像长虹般地横卧在河上，,,
旁边是一座石亭,旁边是一座石亭,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,个残破不全。经幢是一个八面五层的石雕群像，至少有40个石雕的佛像，而且形态生动，造型各别。经幢的旁边是一座石亭，古代可能就是给往来的旅客和纤夫休息的场所，现在里面竖立着一块《重修宝带桥记碑》。宝带桥的北面是,,
既成事实过河拆桥,既成事实过河拆桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,一切半腰里杀出个程咬金——突如其来眉毛胡子一把抓——主次不分聋膨耳朵——摆摆样子生米已成熟饭——既成事实过河拆桥，上楼抽梯——不顾别人借着和尚骂贼秃——指桑骂槐鬼迷张天师——糊里糊涂嘴硬骨头酥——外强中干顶着,,
既然是纤道桥,既然是纤道桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,得他山石，还将石作梁。直从堤上去，横跨水中央。白鹭下秋色，苍龙浮夕阳。涛声当夜起，并入榜歌长。”既然是纤道桥，就不必用吴地常见的石拱桥，因而建成小跨径（最小的仅3米余）、多孔、狭长、平坦的桥型。同时为使较,,
旧时境内造桥,旧时境内造桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,“谢红”，以保日后平安。21世纪初，私人造房，仍有“择日”“破土”“竖屋”“进屋”之习俗。造桥旧时境内造桥先丈量计算出用料后，择吉日破土动工。下桩前祭祀土神，忌克属生肖者观看，以篱阻行。打桩时用打死的狗,,
旧皇宫内（今民治路苏州市老年大学,旧皇宫内（今民治路苏州市老年大学,education,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,政治部的成员，基本上都是共产党员，他们协助中共苏州独立支部在苏州把广大工人组织起来，设立总工会于旧皇宫内（今民治路苏州市老年大学址），由舒正基为主任委员，周学熙为秘书（兼国民党苏州市党部青年部长）。两人均为共产党员。并在半月,,
明桥,明桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，桥跨与墩宽的比竟达1.3︰1，阻水面积大，桥型显得笨重。直至18世纪法国桥梁大师贝龙从理论上证明桥跨与墩厚比可以大到12︰1—10︰1，欧洲才出现薄墩桥，但是仍然不及宝带桥桥墩薄。宝带桥结构之,,
春入五湖,春入五湖,water,review,medium,2,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,晚雾，持盏看秋山。心远冥鸿去，行疲老马还。谁堪吴榜曲，歌半似阳关。宝带桥[明]文徵明云开霄汉远，春入五湖深。天外虹飞彩，波心日泻金。三江自襟带，双岛互浮沉。十里吴塘近，归帆带暝阴。吴江舟中送子与一绝得,,
是下令开凿江南河,是下令开凿江南河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,河畔、澹台湖口。隋大业六年（610），弑父篡位的隋炀帝在平定一次军事政变后，要下江南散心畅游，于是下令开凿江南河。从京口（今镇江）到余杭（今杭州）八百余里长的陆地，在数十万民工昼夜不息地挖掘下，不到一年成为黄,,
是什么庙,是什么庙,religious_site,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,周围的人多愿来此散步、乘凉。”他还说：“澹台子祠我不知道，不过听老人说，东面宝带桥公园有一个庙，是什么庙我不清楚，你们去看一看。”我们又驱车顺着迎春南路南行不远，进入石湖东路东行。行到京杭大运河边便到,,
是他对造桥,是他对造桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,。吴敏，字思德，号海舟，东山武山人。他长于经济，弱冠即浮江绝淮，长年在湖湘及荆楚等处经商，有趣的是他对造桥筑堤等水321利工程很感兴趣，看了不少这方面的书籍。对北京的卢沟桥、河北赵州的安济桥都到实,,
是他悍然下令将桥,是他悍然下令将桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,日。英军头目戈登为了攻取苏州，准备偷袭驻守在宝带桥以西的太平军，但长长的宝带桥挡住了他的去路，于是他悍然下令将桥中间的大孔拆去。刚性桥墩一倒殃及其他桥孔，五十三孔圆拱连续倒塌了26个。自称来自“文明世界”的“,,
是开始对螺区河,是开始对螺区河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,8人中有328人感染，感染率为29.6%；新华大队1662人中有442人感染，感染率为27%。于是开始对螺区河道、堤坡投放五氯酚钠灭螺。金星、新华2大队在边查螺区的同时，每年春秋雨季组织大队赤脚医生、大小队,,
是我国古代桥,是我国古代桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，为苏州刺史王仲舒主持修筑。因形似宝带而得名。桥长三百一十七米，面宽四点一米，五十三孔薄墩连拱，是我国古代桥梁营造技艺的杰出典范。苏州市人民政府，二〇一三年五月立。碑立宝带桥南堍京杭大运河碑记京杭大运河始,,
是苏杭水陆交通所必经的路,是苏杭水陆交通所必经的路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥千秋的诗境和画境。这座彩虹般的石桥，横卧在大运河和澹台湖之间。这里，离古城苏州的葑门仅六七里，是苏杭水陆交通所必经的路。宝带桥始建于何年，又如何历经沧桑保留至今，《苏州市志》是这么记载的：“（宝带桥）始建于唐元和十,,
普度众生广济桥,普度众生广济桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥，天热去走雪糕桥。谈情说爱竹辉桥，恩爱夫妻民间歌手姚福寿274万年桥。阿弥陀佛慈悲桥，普度众生广济桥。古城苏州风光好，东南西北都有桥。漂漂亮亮胭脂桥，嘻嘻哈哈到乐桥。大桥小桥和拱桥，绕来绕去立交桥,,
景区四面临河,景区四面临河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,面积为44万平方米（含水面）。一期项目自2014年8月20日正式开工，于2016年9月2日竣工。景区四面临河涉泊，形成了集吴地风情、水乡文化为一体的特色滨水区与沿古运河的风景带。根据城镇化居民生活游乐需求,,
景带中造一石亭,景带中造一石亭,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,有一华里以上，似应为纤夫和南来北往行旅人员的歇脚、避雨和纳凉之所。同时，在河、桥、路这样长而平的景带中造一石亭，也起有打破单调、丰富景观的作用。现在，沿苏州古城的运河已经改道，河水改由宝带桥北面的澹台湖中通,,
曲阜孔庙,曲阜孔庙,religious_site,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,号谥封，旌厥贤士。”二、历代谥号东汉明帝永平十五年（72），澹台灭明作为孔门七十二贤之一，被奉于曲阜孔庙大成殿前西庑内从祀孔子。唐玄宗开元二十七年（739），追封为“江伯”。宋真宗大中祥符二年（100,,
曾围湖,曾围湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,面2.2平方千米。按2.8米水位计算，蓄水量700350立方米（因历史变迁，在20世纪70年代，曾围湖造田。1984年退耕还湖450亩）。2016年9月，宝带桥·澹台湖景区第一期工程竣工，并对外开放,,
最受居民欢迎的河,最受居民欢迎的河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,花塘鳢鱼、五月籽虾、六月鳊鱼、七月鳗鱼、八月鲃鱼、九月鲫鱼、十月大闸蟹、十一月鲢鱼、十二月青鱼为最受居民欢迎的河鲜。蔬菜以青菜、菠菜、韭菜、芹菜、金花菜、苋菜、白菜、萝卜、卷心菜为主，兼有豆类、豆制品、菌菇类,,
最早意义上的桥,最早意义上的桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,道上，带着思索，走进你读不完的故事和传说里。人类历史上第一座桥从什么时候开始建造无以考证。也许，最早意义上的桥只不过是一根木头，即所谓的独木桥，随着时间的推移，桥越造越长、越造越大。公元816年，当今世界最,,
最长一条太湖桥,最长一条太湖桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,溜滚圆鸭俗桥。古城苏州风光好，东南西北都有桥。横塘朝南到石湖桥，烧香上山行春桥。上方山上有仙桥，最长一条太湖桥。烧香念佛去枫桥，好来好去爱河桥。古城苏州风光好，东南西北都有桥。中市街旁有皋桥，网师园里一步桥,,
最高的桥,最高的桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,而用几十个孔相连，这不仅减轻了桥的自重，有利于长桥永久保存，而且还增加了净空，洪水可以畅流无阻；最高的桥孔不仅可通行较大的船，而且使桥形富有变化，显得格外匀健秀美，与青山翠湖相互映衬，浑然一体，构成如,,
有湖,有湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,徘徊于此邦之人而嘉惠之。慕古、崇道、兴学、美俗咸系于此，呜呼，何可废也。吴郡长洲县之南，傍尹山，有湖曰澹台。《史记》谓子羽南游至江，从弟子三百人，即其地，湖因以名。尹山之巅有澹台书院，宋时尹和靖读,,
服务中心设立生育两胎服务站,服务中心设立生育两胎服务站,transport,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,夫妇生育两个孩子”政策，社区妇联会根据上级党和政府指示精神，宣传一对夫妇可以生育两个孩子政策。在服务中心设立生育两胎服务站，并从卫生院妇产科请来医生，对居民提出的问题一一解答；印刷宣传材料发至生育两胎家庭，定期召开优生,,
望如塔,望如塔,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,《坚瓠集》所述，是日，月“从宝带桥外出，数有七十二，此横说也。或云，从葑门外饶溪港出，光影相接，望如塔灯，此竖说也。”近几年中秋之夜前往宝带桥看串月者成千上万，盛况空前。我常想，宝带桥不仅是建桥史上,,
本义就是对道路,本义就是对道路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,双。于是穿上衣裤下了床，把家人一一唤进卧室，道：“什么是道？‘道’字本义就是路，什么是德，德字的本义就是对道路的选择。为此，君子即便食不果腹，也要固守节操，洁身自好。”林则徐见家人频频点头，于是转身对衣柜道,,
本来平静的湖,本来平静的湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,驶出，由远及近，由模糊及变得清晰，在平静似镜的湖面上犁出一道“人”字形的泛着白沫的波浪来。于是，本来平静的湖面上波涛开始涌起了起来。也就在这时，湖面上瞬间变得热闹了起来。无数只白鹭不知从什么地方突然飞了出,,
朱塔浜木头桥,朱塔浜木头桥,bridge,review,medium,1,1,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉兴）公路改道，,,
朱塔浜水泥桥,朱塔浜水泥桥,bridge,review,medium,1,1,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉,,
李红亭,李红亭,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，宣传队员有顾雪琪、许炳根、陈桂材、王老土、徐美老土、马火保、陈官福、沈金秀英、夏玉珍、姚美玲、李红亭、姚小弟、马毛男等18人；时任“三社”文艺宣传队队员有姚福寿、潘仁弟、姚水大、241王根大,,
村办并线厂,村办并线厂,industry,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,和我，家住3间平房，每间28平方米，共84平方米。我父母亲在家种田，解决家中的口粮和蔬菜。妻子在村办并线厂工作，年收入650元（含加班费）。我在村时任支部书记，年收入600元，加上农田收入，全家年收入2,,
村落前后的河,村落前后的河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,生产，又找到提高集体和村民经济收入、改善人民生活水平的途径。（尖）经吊作物种植蔬菜种植主要种植在村落前后的河边、路旁的零星土地上。人民公社化，对每家农户按人头划给了自留地，即每人1.5分旱地。所产蔬菜主要,,
条从南港,条从南港,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港往北，长200米，另一条在竹桥头南边往西，长100米。因村地势低洼，一旦大雨水涝，村民住宅必进水,,
来到湖西长桥,来到湖西长桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,街傍水的绿地上，鲜花、草坪赏心悦目，亭廊、喷泉相依相偎；游乐设施新奇，老人、孩子在此欢娱无比……来到湖西长桥，这里舟行桥下似梭，车奔桥面成流；放眼看，路路花簇簇，街街洁齐美，抬头见东吴雄塔刺空、幕墙闪烁…,,
杭州回来路,杭州回来路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,是，几乎没有一个人数得准确，有说五十二，有说五十四，老苏州甚至有称它“五十二三环桥”的呢！于是，杭州回来路过时再数，机会错过的还要打赌，礼拜天结伴骑了自行车到桥边去数。宝带桥的桥洞当然是五十三个，俗称“,,
松陵路,松陵路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桡，湾环宛转长桥。剩西风，湖光万顷，参差吹出琼箫。疏烟抹、黛螺丫髻，冷云罥，莺脰舒翘。乙未亭边，松陵路畔，远山隐约画眉娇。长堤上，柳丝堪折，离思一条条。更休说，宾鸿尚未，去燕难招。忆当年，尊前宴月，,,
极高的桥,极高的桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,长的石拱古桥之一，其桥孔之多，结构之精巧，在中外建桥史上罕见，具有较高的历史价值、科学价值，更有极高的桥梁工艺价值。四、宝带桥入选明信片、邮票图录1900年，宝带桥入选苏州北原东洋堂发行的《苏州风光》,,
构成刚性桥,构成刚性桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,为防止一孔坍毁而影响整桥的安全，我们的先辈们将桥北端起向南的第27号桥墩，改成由两个并立的桥墩，构成刚性桥墩。这些刚柔相济的桥墩，正好与现代物理学单向推力原理相吻合，使整座长桥坚如磐石。桥造好了，历代富,,
林枝桥亭,林枝桥亭,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,树，枝间干鹊随鸦群。秋近骚人无限意，乘流东下吊湘君。自姑苏取道吴兴将抵桐汭沿江舟中览眺漫作[明]林枝桥亭午发民门，暮泊宝带桥。回首望荒台，风雨何萧萧。忽见吴江塔，尖峭入云霄。江神鼓浪迅，伏怪谢阴骄。村,,
桂苑等13个社区（村）居委会,桂苑等13个社区（村）居委会,community_admin,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,事处，下辖宝带桥、红庄、东湖、南石湖、龙南、新江、碧波、白云街、南港、吴中商城、盛丰苑、商贸城、桂苑等13个社区（村）居委会，面积为14.62平方千米，人口65539人。是月，宝带桥居民委员会改称宝带桥社区委员会。8月，,,
桃坞中学,桃坞中学,education,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,数达4万人以上，为苏州历史上空前未有的盛况。会上散发了铅印传单《为反英讨奉告苏州人民书》，全文由桃坞中学共青团文部书记陈铿（廉贞）撰写，文章慷慨激昂，鼓舞人心（原件现作为革命文物珍藏于苏州博物馆）。会,,
桥北关帝庙,桥北关帝庙,religious_site,review,medium,2,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,《重修宝带记》碑刻。此碑刻由张树声撰，应宝时书。碑阴列当时修葺江浙诸桥工程及助捐人姓名。碑先立于桥北关帝庙前，后建亭覆之。宣统三年（1911）九月十五日，苏州响应武昌起义，江苏巡抚程德全宣布“和平光复”,,
桥北建金山石碑亭及五级八面石塔,桥北建金山石碑亭及五级八面石塔,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,象力的工匠们并不就此罢休，他们又精工细雕了四头形象威武、栩栩如生的青石狮，分别安置在桥的两端，在桥北建金山石碑亭及五级八面石塔各一座。石塔高4米，以整块青石雕琢而成，每面雕有佛龛，每穴中均立小佛像一尊，底座为正方形，饰以海,,
桥台桥,桥台桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,带桥各孔都属圆弧，接近于半圆形，孔高与孔径之比（称为矢高比）接近于1/2，属于陡拱。陡拱的拱脚对桥台桥墩所施的水平推力较小，对桥台桥墩有利。不仅如此，陡拱的桥孔下净空较大，便于行舟，也利于流水。从造,,
桥址接近湖,桥址接近湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,地基不利。宝带桥的桥墩采用了木桩，桩顶置基础石，其上安放墩身，拱券的下端即嵌在墩上预留的沟槽里。桥址接近湖口，河底土壤较弱，采用桩基础将上部结构的重量传到较深处承载能力较强的地基上，保证桥墩的可靠性。今,,
桥头远眺到桥,桥头远眺到桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,荐渚。喜遇圣时崇庙祀，诸生何幸挹清尘！宝带桥望震泽［明］富熊北庙南桥自古称，吴中宝带尤擅名。桥头远眺到桥尾，游人历历如蚁行。太湖三万六千顷，荡胸决眦无遁形。梁空洒水数百道，昼夜不舍声訇轰。晴天气爽片云,,
桥影重重湖,桥影重重湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，老农举首识旧官。正忧年丰尔难免，隔窗已见催租瘢。忆江南·苏州好[清]沈储初苏州好，串月看长桥。桥影重重湖面阔，月光片片桂轮高。此夜爱吹箫。八月十八日楞伽山看串月[清]宋崧昔人所见更奇绝，宝带桥横作天,,
桥首路,桥首路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,93此石亭虽属碑亭，但就其亭的演变和所处位置及构造之简朴而言，还有路亭的功能。它位于交通要道的桥首路边，桥颇长，有一华里以上，似应为纤夫和南来北往行旅人员的歇脚、避雨和纳凉之所。同时，在河、桥、路,,
横加连浜,横加连浜,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,徐三毛。十一、小村小村，又名江阴小村，位于境域东北，东与廿五港衔接，南临廿五桥，西为下田村，北为横加连浜。1934年，江阴遭干旱天灾，夏文章、何阿五、何三弟携妻儿摇船逃荒至境内。为了生存，三户成年人靠,,
横塘朝南到石湖桥,横塘朝南到石湖桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,阊门外面有吊桥，金门有顶南星桥。齐门一顶铁路桥，滴溜滚圆鸭俗桥。古城苏州风光好，东南西北都有桥。横塘朝南到石湖桥，烧香上山行春桥。上方山上有仙桥，最长一条太湖桥。烧香念佛去枫桥，好来好去爱河桥。古城苏州风光好,,
横泾,横泾,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,备委员会，确定分工、组织等重大事项。一时，组织农民协会如燎原之火，在短时期内，即成立阊西、木渎、横泾、浒关、唯亭、相城、沺泾等七处。工农运动的蓬勃发展，使苏州古城沸腾起来。当时，奉系军阀和英、日帝,,
横跨湖,横跨湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,为脊。澹台湖绿水清萍，碧波荡漾，为春秋时期孔子弟子澹台灭明结庐修学之地；宝带桥建于唐代元和年间，横跨湖口，薄墩连拱。历代文人墨客、帝王将相临至，观赏之余，有感而发，书写了一首首题咏诗作，一篇篇锦绣文,,
欧洲才出现薄墩桥,欧洲才出现薄墩桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，桥型显得笨重。直至18世纪法国桥梁大师贝龙从理论上证明桥跨与墩厚比可以大到12︰1—10︰1，欧洲才出现薄墩桥，但是仍然不及宝带桥桥墩薄。宝带桥结构之94精巧，为古代桥梁史上所罕见。.宝带桥于1956,,
正桥,正桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,南数的第14、第16孔跨径为6.5米，第15孔跨径为6.95米，设置了这几个大孔，便于船只通行。正桥两端拱脚间距离是249.8米，北端石堤引道长43.8米，南北两端原来各有石狮一对，北堍还有高约4,,
